"model","Variable","n_total","n_pos_contr","freq_pos_contr","median_rank","freq_top10","mean_importance","sd_importance","median_importance","se","ci_lower","ci_upper"
"RLR","Wheezing",100,0,0,9,0,0,0,0,0,0,0
"RLR","Wheezing_cough",100,0,0,9,0,0,0,0,0,0,0
"RLR","Feeling_of_choking",100,1,0.01,9,0.01,-5.26315789473727e-06,0.000244694615948079,0,2.44694615948079e-05,-5.38158783873478e-05,4.32895625978733e-05
"RLR","Dryer_skin",100,0,0,9,0,-3.78947368421054e-05,0.000378947368421054,0,3.78947368421054e-05,-0.000113086116060117,3.72966423759065e-05
"RLR","Changes_hard_to_describe.1",100,0,0,9,0,-5.29824561403506e-05,0.000529824561403506,0,5.29824561403506e-05,-0.000158111143750718,5.2146231470017e-05
"RLR","Pain_that_shifts_location",100,4,0.04,9,0.01,-9.28872180451133e-05,0.000708760305562888,0,7.08760305562888e-05,-0.000233520639336059,4.77462032458319e-05
"RLR","Breathing_sound_bubbled_gurgled",100,0,0,9,0,-0.000110877192982456,0.00110877192982456,0,0.000110877192982456,-0.000330881598842563,0.000109127212877651
"RLR","Difficult_sensing_smells",100,1,0.01,9,0,-0.00011265664160401,0.00152198133209704,0,0.000152198133209704,-0.000414650757518513,0.000189337474310492
"RLR","Trouble_swallowing",100,2,0.02,9,0.02,-0.000126883458646618,0.00205947275265769,0,0.000205947275265769,-0.000535527533361991,0.000281760616068756
"RLR","Lost_my_voice",100,0,0,9,0,-0.00013157894736842,0.0013157894736842,0,0.00013157894736842,-0.000392660125208736,0.000129502230471895
"RLR","Pain_persists_worsens_when_breathing",100,0,0,9,0,-0.000135056390977444,0.000952841448872911,0,9.52841448872911e-05,-0.000324120806480224,5.40080245253349e-05
"RLR","Calf_cramp",100,0,0,9,0,-0.000199624060150377,0.00199624060150377,0,0.000199624060150377,-0.000595721504245261,0.000196473383944508
"RLR","Hacking_cough",100,0,0,9,0,-0.000200000000000001,0.002,0,2e-04,-0.000596843390317284,0.000196843390317283
"RLR","Losing_breath_due_to_coughing",100,0,0,9,0,-0.000203000000000001,0.00203000000000001,0,0.000203000000000001,-0.000605796041172045,0.000199796041172044
"RLR","Fever",100,0,0,9,0,-0.000211278195488722,0.00211278195488722,0,0.000211278195488722,-0.000630499972478033,0.000207943581500589
"RLR","Increased_amount_of_phlegm_expectorates",100,0,0,9,0,-0.000218045112781955,0.00218045112781955,0,0.000218045112781955,-0.000650693921774481,0.000214603696210572
"RLR","Hard_to_catch_breath",100,7,0.07,9,0.06,-0.000331503759398493,0.00271248372771549,0,0.000271248372771549,-0.000869719378742032,0.000206711859945046
"RLR","Pain_in_whole_body",100,2,0.02,10,0.01,-0.000349403508771932,0.00171626288780119,0,0.000171626288780119,-0.00068994730030731,-8.85971723655395e-06
"RLR","Coughing_fits",100,0,0,9,0,-0.000365112781954888,0.00308691514681431,0,0.000308691514681431,-0.000977623718196672,0.000247398154286895
"RLR","Feeling_pressure",100,3,0.03,9,0.03,-0.000402238095238092,0.00206820010145255,0,0.000206820010145255,-0.000812613865295581,8.13767481939694e-06
"RLR","Lump_swelling_or_obstruction_sensation",100,9,0.09,10,0.05,-0.000461156641604011,0.00329027580834398,0,0.000329027580834398,-0.00111401874503509,0.000191705461827071
"RLR","Dry_cough",100,0,0,9,0,-0.000494360902255639,0.00348644712035648,0,0.000348644712035648,-0.00118614764995774,0.00019742584544646
"RLR","White_yellow_or_green_phlegm_expectorated",100,2,0.02,9,0.01,-0.000501152882205514,0.00370704230397371,0,0.000370704230397371,-0.00123671050018477,0.000234404735773746
"RLR","Cold_feet",100,0,0,10,0,-0.000520000000000001,0.0027731313667607,0,0.00027731313667607,-0.00107024942669026,3.02494266902589e-05
