"model","resample","variables","n_variables"
"RLR","Fold07.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold07.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold08.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold09.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep01","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep02","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep03","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep04","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep05","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep06","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep07","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep08","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep09","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"RLR","Fold10.Rep10","Age, Sex, Living_alone, University_education, Born_in_sweden, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Asbestos, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Angina_pectoris, Pneumonia, No_comorbidities, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, More_Smoking, Less_Smoking",23
"XGB","Fold01.Rep01","Age, Antibiotics_last_2_y, Weight_reduction_last_2_y, Current_daily_smoker, Living_alone, Sex, Less_Smoking, Cold_flu_pneumonia_last_2_y, University_education, COPD, Weight_increase_last_2_y, No_comorbidities, Pneumonia, Heart_disease, Asthma, Born_in_sweden",16
"XGB","Fold01.Rep02","Age, Antibiotics_last_2_y, Living_alone, Weight_reduction_last_2_y, Current_daily_smoker, Sex, Cold_flu_pneumonia_last_2_y, Pneumonia, No_comorbidities, COPD, Weight_increase_last_2_y, Asthma, Born_in_sweden, University_education, Less_Smoking, Pleural_fluid",16
"XGB","Fold01.Rep03","Age, Weight_reduction_last_2_y, Living_alone, Antibiotics_last_2_y, Current_daily_smoker, COPD, Sex, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, No_comorbidities, University_education, Less_Smoking, Pleural_fluid, Born_in_sweden, Pneumonia, Asthma, Heart_disease",17
"XGB","Fold01.Rep04","Age, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Weight_reduction_last_2_y, Sex, No_comorbidities, Cold_flu_pneumonia_last_2_y, COPD, University_education, Pneumonia, Weight_increase_last_2_y, Heart_disease, Asthma, Less_Smoking, Born_in_sweden, Pleural_fluid",17
"XGB","Fold01.Rep05","Age, Weight_reduction_last_2_y, Current_daily_smoker, Living_alone, Antibiotics_last_2_y, Sex, COPD, Cold_flu_pneumonia_last_2_y, No_comorbidities, Weight_increase_last_2_y, Less_Smoking, Pneumonia, University_education, Asthma, Born_in_sweden, Pleural_fluid",16
"XGB","Fold01.Rep06","Age, Weight_reduction_last_2_y, Current_daily_smoker, Living_alone, Sex, Antibiotics_last_2_y, Cold_flu_pneumonia_last_2_y, COPD, Pneumonia, University_education, No_comorbidities, Less_Smoking, Weight_increase_last_2_y, Asthma, Heart_disease, Born_in_sweden",16
"XGB","Fold01.Rep07","Age, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Weight_reduction_last_2_y, COPD, Sex, Cold_flu_pneumonia_last_2_y, Less_Smoking, Weight_increase_last_2_y, No_comorbidities, Pneumonia, University_education, Heart_disease, Asthma, Born_in_sweden, Pleural_fluid",17
"XGB","Fold01.Rep08","Age, Weight_reduction_last_2_y, Living_alone, Antibiotics_last_2_y, Current_daily_smoker, Sex, Weight_increase_last_2_y, No_comorbidities, COPD, Cold_flu_pneumonia_last_2_y, Pneumonia, University_education, Asthma, Born_in_sweden, Less_Smoking",15
"XGB","Fold01.Rep09","Age, Antibiotics_last_2_y, Living_alone, Weight_reduction_last_2_y, Current_daily_smoker, Sex, COPD, Cold_flu_pneumonia_last_2_y, University_education, No_comorbidities, Weight_increase_last_2_y, Pneumonia, Heart_disease, Less_Smoking, Asthma, Pleural_fluid, Born_in_sweden",17
"XGB","Fold01.Rep10","Age, Antibiotics_last_2_y, Weight_reduction_last_2_y, Sex, Living_alone, Current_daily_smoker, Weight_increase_last_2_y, COPD, Cold_flu_pneumonia_last_2_y, No_comorbidities, University_education, Pleural_fluid, Pneumonia, Less_Smoking, Born_in_sweden, Heart_disease, Asthma",17
"XGB","Fold02.Rep01","Age, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Weight_reduction_last_2_y, No_comorbidities, Sex, Weight_increase_last_2_y, University_education, Pneumonia, Less_Smoking, COPD, Pleural_fluid, Heart_disease, Asthma, Cold_flu_pneumonia_last_2_y, Born_in_sweden",17
"XGB","Fold02.Rep02","Age, Weight_reduction_last_2_y, Antibiotics_last_2_y, Current_daily_smoker, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, COPD, No_comorbidities, Weight_increase_last_2_y, University_education, Pneumonia, Asthma, Less_Smoking, Born_in_sweden, Heart_disease",16
"XGB","Fold02.Rep03","Age, Weight_reduction_last_2_y, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Sex, COPD, Weight_increase_last_2_y, Cold_flu_pneumonia_last_2_y, No_comorbidities, University_education, Pneumonia, Less_Smoking, Asthma, Born_in_sweden, Heart_disease, Pleural_fluid",17
"XGB","Fold02.Rep04","Age, Weight_reduction_last_2_y, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Sex, COPD, Weight_increase_last_2_y, No_comorbidities, Cold_flu_pneumonia_last_2_y, University_education, Less_Smoking, Pneumonia, Asthma, Born_in_sweden, Heart_disease, Pleural_fluid",17
"XGB","Fold02.Rep05","Age, Weight_reduction_last_2_y, Sex, Living_alone, Antibiotics_last_2_y, Current_daily_smoker, Cold_flu_pneumonia_last_2_y, University_education, Pneumonia, No_comorbidities, COPD, Weight_increase_last_2_y, Less_Smoking, Asthma, Pleural_fluid, Heart_disease, Born_in_sweden",17
"XGB","Fold02.Rep06","Age, Living_alone, Current_daily_smoker, Antibiotics_last_2_y, Weight_reduction_last_2_y, Sex, COPD, Cold_flu_pneumonia_last_2_y, No_comorbidities, University_education, Weight_increase_last_2_y, Pneumonia, Born_in_sweden, Less_Smoking, Heart_disease, Pleural_fluid, Asthma",17
"XGB","Fold02.Rep07","Age, Living_alone, Current_daily_smoker, Antibiotics_last_2_y, Sex, Weight_reduction_last_2_y, COPD, Less_Smoking, Cold_flu_pneumonia_last_2_y, No_comorbidities, Weight_increase_last_2_y, University_education, Pneumonia, Asthma, Born_in_sweden, Pleural_fluid, Heart_disease",17
"XGB","Fold02.Rep08","Age, Living_alone, Current_daily_smoker, Weight_reduction_last_2_y, Antibiotics_last_2_y, Sex, Weight_increase_last_2_y, Cold_flu_pneumonia_last_2_y, COPD, No_comorbidities, Heart_disease, Pneumonia, Less_Smoking, University_education, Asthma, Pleural_fluid, Born_in_sweden",17
"XGB","Fold02.Rep09","Age, Current_daily_smoker, Living_alone, Antibiotics_last_2_y, Weight_reduction_last_2_y, Sex, Cold_flu_pneumonia_last_2_y, University_education, COPD, No_comorbidities, Weight_increase_last_2_y, Pneumonia, Less_Smoking, Asthma, Pleural_fluid, Heart_disease, Born_in_sweden",17
"XGB","Fold02.Rep10","Age, Current_daily_smoker, Antibiotics_last_2_y, Weight_reduction_last_2_y, Living_alone, Sex, University_education, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, COPD, No_comorbidities, Asthma, Pneumonia, Heart_disease, Born_in_sweden, Pleural_fluid, Less_Smoking",17
"XGB","Fold03.Rep01","Age, Current_daily_smoker, Living_alone, Antibiotics_last_2_y, Weight_reduction_last_2_y, Sex, COPD, Cold_flu_pneumonia_last_2_y, University_education, No_comorbidities, Less_Smoking, Pneumonia, Weight_increase_last_2_y, Asthma, Born_in_sweden, Heart_disease",16
"XGB","Fold03.Rep02","Age, Weight_reduction_last_2_y, Current_daily_smoker, Antibiotics_last_2_y, Living_alone, Sex, COPD, No_comorbidities, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, University_education, Less_Smoking, Asthma, Heart_disease, Pneumonia",15
"XGB","Fold03.Rep03","Age, Current_daily_smoker, Living_alone, Weight_reduction_last_2_y, Antibiotics_last_2_y, Sex, COPD, No_comorbidities, University_education, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, Asthma, Pneumonia, Heart_disease, Pleural_fluid, Born_in_sweden",16
"XGB","Fold03.Rep04","Age, Weight_reduction_last_2_y, Antibiotics_last_2_y, Current_daily_smoker, Living_alone, Sex, Weight_increase_last_2_y, COPD, Cold_flu_pneumonia_last_2_y, No_comorbidities, University_education, Pneumonia, Less_Smoking, Born_in_sweden, Asthma, Heart_disease",16
"XGB","Fold03.Rep05","Age, Weight_reduction_last_2_y, Current_daily_smoker, Living_alone, Antibiotics_last_2_y, Sex, COPD, Weight_increase_last_2_y, Cold_flu_pneumonia_last_2_y, No_comorbidities, University_education, Asthma, Pneumonia, Heart_disease, Born_in_sweden, Less_Smoking, Pleural_fluid",17
"XGB","Fold03.Rep06","Age, Living_alone, Current_daily_smoker, Weight_reduction_last_2_y, Sex, No_comorbidities, Antibiotics_last_2_y, COPD, University_education, Cold_flu_pneumonia_last_2_y, Pneumonia, Weight_increase_last_2_y, Less_Smoking, Heart_disease, Asthma, Born_in_sweden, Pleural_fluid",17
"XGB","Fold03.Rep07","Age, Current_daily_smoker, Living_alone, Antibiotics_last_2_y, Weight_reduction_last_2_y, Sex, Weight_increase_last_2_y, COPD, Pneumonia, No_comorbidities, University_education, Cold_flu_pneumonia_last_2_y, Less_Smoking, Heart_disease, Asthma, Born_in_sweden",16
"XGB","Fold03.Rep08","Age, Weight_reduction_last_2_y, Antibiotics_last_2_y, Living_alone, Current_daily_smoker, Sex, Weight_increase_last_2_y, No_comorbidities, COPD, Cold_flu_pneumonia_last_2_y, Less_Smoking, Pneumonia, University_education, Asthma, Heart_disease, Born_in_sweden",16
"XGB","Fold03.Rep09","Age, Antibiotics_last_2_y, Weight_reduction_last_2_y, Living_alone, Current_daily_smoker, Sex, Pneumonia, COPD, University_education, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, Less_Smoking, No_comorbidities, Asthma, Born_in_sweden, Heart_disease",16
"XGB","Fold03.Rep10","Age, Weight_reduction_last_2_y, Living_alone, Current_daily_smoker, Antibiotics_last_2_y, Sex, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, COPD, No_comorbidities, Pneumonia, Less_Smoking, University_education, Asthma, Pleural_fluid, Born_in_sweden, Heart_disease",17
"XGB","Fold04.Rep01","Age, Weight_reduction_last_2_y, Living_alone, Sex, Current_daily_smoker, Antibiotics_last_2_y, Weight_increase_last_2_y, University_education, Cold_flu_pneumonia_last_2_y, COPD, No_comorbidities, Less_Smoking, Pneumonia, Born_in_sweden, Asthma, Pleural_fluid",16
"XGB","Fold04.Rep02","Age, Weight_reduction_last_2_y, Antibiotics_last_2_y, Living_alone, Current_daily_smoker, Sex, No_comorbidities, COPD, Cold_flu_pneumonia_last_2_y, Pneumonia, University_education, Less_Smoking, Weight_increase_last_2_y, Pleural_fluid, Heart_disease, Asthma, Born_in_sweden",17
"XGB","Fold04.Rep03","Age, Weight_reduction_last_2_y, Current_daily_smoker, Antibiotics_last_2_y, Sex, Living_alone, COPD, Weight_increase_last_2_y, Pneumonia, University_education, No_comorbidities, Cold_flu_pneumonia_last_2_y, Less_Smoking, Born_in_sweden, Asthma, Heart_disease",16
"XGB","Fold04.Rep04","Age, Weight_reduction_last_2_y, Antibiotics_last_2_y, Living_alone, Current_daily_smoker, Sex, No_comorbidities, University_education, COPD, Cold_flu_pneumonia_last_2_y, Weight_increase_last_2_y, Pneumonia, Less_Smoking, Pleural_fluid, Heart_disease, Born_in_sweden, Asthma",17
"XGB","Fold04.Rep05","Age, Living_alone, Weight_reduction_last_2_y, Antibiotics_last_2_y, Sex, Current_daily_smoker, COPD, Cold_flu_pneumonia_last_2_y, Pneumonia, No_comorbidities, University_education, Less_Smoking, Weight_increase_last_2_y, Heart_disease, Asthma, Born_in_sweden, Pleural_fluid",17
"XGB","Fold04.Rep06","Age, Current_daily_smoker, Weight_reduction_last_2_y, Antibiotics_last_2_y, Living_alone, Sex, COPD, Weight_increase_last_2_y, Asthma, University_education, Cold_flu_pneumonia_last_2_y, Pneumonia, Less_Smoking, No_comorbidities, Born_in_sweden, Heart_disease",16
"XGB","Fold04.Rep07","Age, Current_daily_smoker, Living_alone, Weight_reduction_last_2_y, Sex, Antibiotics_last_2_y, No_comorbidities, COPD, University_education, Pneumonia, Weight_increase_last_2_y, Cold_flu_pneumonia_last_2_y, Less_Smoking, Heart_disease, Asthma, Born_in_sweden",16
"XGB","Fold04.Rep08","Age, Living_alone, Antibiotics_last_2_y, Current_daily_smoker, Sex, Weight_reduction_last_2_y, COPD, Pneumonia, University_education, Cold_flu_pneumonia_last_2_y, No_comorbidities, Less_Smoking, Weight_increase_last_2_y, Pleural_fluid, Heart_disease, Born_in_sweden, Asthma",17
